id,size,storage,complexity,codec,level,compress,decompress,dc_no_cache,ratio
1057,small,esb,arange,bloscpack_snappy,1,0.03705387115478516,0.0005904674530029297,0.0018231868743896484,14.796184455607609
1058,small,ephemeral,arange,bloscpack_zlib,1,0.03461050987243652,0.0008114814758300781,0.00209660530090332,100.43831417624521
1059,large,ephemeral,poisson,tables_lzo,7,0.27995888392130536,0.3463288148244222,0.35765647888183594,10.139155013688075
1060,large,esb,arange,bloscpack_lz4,7,0.0924228032430013,0.07375335693359375,0.07633042335510254,114.48236105894786
1061,mid,esb,arange,bloscpack_snappy,1,0.04702496528625488,0.0031792322794596353,0.00810535748799642,14.930216796379987
1062,small,esb,arange,tables_blosc_snappy,9,0.039845514297485354,0.002070713043212891,0.006303930282592773,17.698082635700782
1063,large,ephemeral,linspace,tables_blosc_blosclz,1,0.2692522207895915,0.16071327527364096,0.17638540267944336,4.7391324902130565
1064,large,ephemeral,neuronal,bloscpack_zlib,9,20.581851879755657,0.4466373920440674,0.5598159631093343,2.621286654730698
1065,mid,ephemeral,bitcoin,tables_blosc_zlib,1,0.26341446240743,0.05553269386291504,0.07038211822509766,1.6837275234251585
1066,large,esb,poisson,tables_zlib,7,1.9810230731964111,0.4330044587453206,0.44493643442789715,15.485806297163858
1067,mid,esb,bitcoin,tables_lzo,5,0.13890926043192545,0.019963582356770832,0.041025002797444664,1.471635423521696
1068,small,esb,poisson,tables_blosc_snappy,1,0.04166913032531738,0.0022432804107666016,0.006536149978637695,6.554665133084126
1069,small,ephemeral,linspace,bloscpack_snappy,9,0.03138613700866699,0.0005891799926757812,0.0020926475524902345,14.443195592286502
1070,small,esb,neuronal,bloscpack_lz4,5,0.04532227516174316,0.0006911277770996094,0.004091739654541016,1.585817752309742
1071,small,esb,neuronal,tables_blosc_lz4hc,9,0.07176103591918945,0.002135610580444336,0.007268762588500977,1.763471457714229
1072,small,esb,neuronal,tables_zlib,3,0.07184643745422363,0.006579160690307617,0.011395072937011719,2.166040760341914
1073,mid,esb,arange,tables_blosc_snappy,5,0.05828380584716797,0.008454402287801107,0.01996755599975586,17.164558288153795
1074,small,esb,poisson,tables_zlib,7,0.051999139785766604,0.0047950267791748045,0.009076309204101563,14.48949812071634
1075,small,esb,arange,bloscpack_lz4hc,1,0.03850975036621094,0.0005148410797119141,0.0018840789794921874,106.34645030425963
1076,mid,ephemeral,linspace,tables_blosc_blosclz,7,0.04938856760660807,0.008078893025716146,0.020429134368896484,11.789740689478377
1077,large,esb,poisson,bloscpack_lz4,1,0.23067339261372885,0.07622210184733073,0.0866247018178304,8.136089176557874
1078,small,ephemeral,arange,bloscpack_lz4hc,9,0.03457450866699219,0.0006667613983154297,0.0028919696807861326,144.59128516271375
1079,mid,ephemeral,linspace,bloscpack_lz4,5,0.04050771395365397,0.0027066866556803384,0.008435646692911783,10.167802643534047
1080,large,ephemeral,arange,bloscpack_lz4,7,0.08028896649678548,0.07374127705891927,0.07637190818786621,114.48236105894786
1081,small,esb,arange,bloscpack_zlib,1,0.037816953659057614,0.0008191585540771485,0.002187156677246094,100.43831417624521
1082,mid,esb,neuronal,bloscpack_zlib,9,2.127953847249349,0.03434610366821289,0.052158514658610024,2.616969561746147
1083,mid,ephemeral,arange,tables_zlib,1,0.07623990376790364,0.018944581349690754,0.030864477157592773,109.0698787160124
1084,large,ephemeral,arange,bloscpack_blosclz,3,0.09467426935831706,0.0696109135945638,0.07326245307922363,34.61186032939785
1085,large,esb,linspace,bloscpack_zlib,5,0.4349650541941325,0.1327521800994873,0.12811541557312012,57.162326515237005
1086,mid,ephemeral,neuronal,bloscpack_lz4hc,9,8.320353905359903,0.006810108820597331,0.031369527180989586,2.1359215390394124
1087,mid,esb,neuronal,tables_blosc_blosclz,3,0.12052329381306966,0.010173956553141275,0.03129720687866211,1.6215896891381933
1088,mid,esb,linspace,bloscpack_lz4,3,0.05063692728678385,0.002831141153971354,0.008712212244669596,7.034382454831603
1089,mid,esb,linspace,tables_zlib,1,0.08798988660176595,0.020969231923421223,0.03380974133809408,23.261678801350566
1090,large,esb,bitcoin,bloscpack_zlib,9,31.19863510131836,0.6626966794331869,0.8294291496276855,1.6228985296846636
1091,mid,esb,bitcoin,bloscpack_zlib,7,0.5505259037017822,0.05141154925028483,0.07495522499084473,1.7217329509069927
1092,large,ephemeral,bitcoin,bloscpack_blosclz,7,0.70637313524882,0.11672663688659668,0.3518501917521159,1.3457287291707585
1093,small,ephemeral,poisson,bloscpack_zlib,3,0.03143310546875,0.0009044170379638672,0.0023093223571777344,14.65474060822898
1094,mid,esb,linspace,bloscpack_zlib,1,0.06665587425231934,0.006595134735107422,0.010978778203328451,25.348250287670307
1095,large,ephemeral,poisson,bloscpack_zlib,1,0.3717792828877767,0.11910192171732585,0.12218896547953288,14.800451165791571
1096,mid,ephemeral,poisson,bloscpack_zlib,9,0.28251131375630695,0.02702927589416504,0.0359950065612793,16.782398404627347
1097,large,ephemeral,neuronal,bloscpack_lz4,1,0.5818093617757162,0.09353550275166829,0.2961208025614421,1.587589183379847
1098,small,esb,linspace,tables_blosc_snappy,5,0.03911714553833008,0.0020505428314208985,0.0063858509063720705,10.698663401693704
1099,large,esb,bitcoin,bloscpack_snappy,7,0.9353833198547363,0.10205880800882976,0.5294378598531088,1.3345233933203833
1100,mid,esb,poisson,bloscpack_lz4,5,0.05015412966410319,0.0026725133260091147,0.008111238479614258,8.732515415082963
1101,large,ephemeral,linspace,tables_blosc_lz4hc,7,0.3886212507883708,0.14803489049275717,0.1560525894165039,43.42922274573733
1102,large,esb,poisson,tables_blosc_lz4hc,3,0.9308193524678549,0.16238665580749512,0.17268157005310059,10.30131495571787
1103,mid,esb,neuronal,tables_blosc_zlib,3,0.3332086404164632,0.038123369216918945,0.052594661712646484,2.5032263855553416
1104,mid,ephemeral,linspace,tables_blosc_zlib,9,0.11267876625061035,0.020032644271850586,0.032223780949910484,36.92741128907296
1105,small,ephemeral,linspace,tables_zlib,7,0.04301838874816895,0.003624582290649414,0.007846784591674805,38.40234389305988
1106,small,ephemeral,linspace,bloscpack_lz4,7,0.02930922508239746,0.0005272388458251953,0.001921224594116211,18.240545524127615
1107,large,ephemeral,bitcoin,tables_blosc_snappy,1,0.7022309303283691,0.16622797648111978,0.35691356658935547,1.2774895116697367
1108,small,esb,arange,tables_blosc_zlib,3,0.0400275707244873,0.002883434295654297,0.007032012939453125,59.93232738911751
1109,large,esb,neuronal,tables_blosc_lz4hc,3,2.3304606278737388,0.1792785326639811,0.3588857650756836,1.916182651655458
1110,small,ephemeral,neuronal,zfile,3,0.06530623435974121,0.00527806282043457,0.00911555290222168,2.2836285392587947
1111,mid,ephemeral,linspace,bloscpack_zlib,3,0.05846834182739258,0.006444374720255534,0.011837164560953775,26.670736298059804
1112,mid,esb,arange,tables_zlib,9,0.11848084131876628,0.028430700302124023,0.040876309076944985,167.67021650836293
1113,mid,esb,neuronal,tables_zlib,5,0.5316044489542643,0.05035980542500814,0.0652758280436198,2.434336868302286
1114,mid,ephemeral,linspace,tables_blosc_lz4hc,9,0.07943638165791829,0.006334225336710612,0.01868891716003418,27.882172125698666
1115,mid,ephemeral,linspace,bloscpack_snappy,9,0.036241769790649414,0.003336032231648763,0.008631706237792969,13.61032258734442
1116,small,esb,linspace,tables_lzo,3,0.03705024719238281,0.0026468276977539063,0.0068054676055908205,19.89707779886148
1117,large,ephemeral,arange,tables_lzo,7,0.15362111727396646,0.30939237276713055,0.317669153213501,130.9801501696935
1118,mid,ephemeral,poisson,tables_blosc_lz4hc,9,0.09379371007283528,0.006450732549031575,0.019087950388590496,10.232116074626093
1119,mid,ephemeral,linspace,bloscpack_blosclz,5,0.03727952639261881,0.003187259038289388,0.010383208592732748,10.258212334007055
1120,small,esb,poisson,tables_blosc_snappy,9,0.039106893539428714,0.002224302291870117,0.006559562683105469,6.562541462742987
1121,small,ephemeral,bitcoin,tables_lzo,9,0.03875288963317871,0.003460121154785156,0.008848285675048828,1.4148589224103616
1122,mid,esb,linspace,npz,1,0.7931106090545654,0.06523895263671875,0.08411804835001628,1.676276783514753
1123,small,ephemeral,arange,tables_blosc_snappy,9,0.03269524574279785,0.002060413360595703,0.00618438720703125,17.698082635700782
1124,large,ephemeral,arange,tables_blosc_lz4hc,1,0.6728291511535645,0.15715996424357095,0.16347281138102213,111.72940534642662
1125,small,ephemeral,poisson,tables_blosc_zlib,1,0.03788237571716309,0.003392314910888672,0.00765080451965332,13.681123114659986
1126,large,ephemeral,linspace,tables_blosc_snappy,1,0.28688891728719074,0.1606132984161377,0.17882291475931802,4.73912563616512
1127,mid,esb,bitcoin,tables_blosc_lz4hc,7,0.497855265935262,0.009664217631022135,0.03304759661356608,1.5398713327725484
1128,small,ephemeral,arange,zfile,7,0.17116084098815917,0.0029511451721191406,0.005802345275878906,5.288039860407883
1129,mid,ephemeral,neuronal,bloscpack_zlib,9,2.087343215942383,0.03442978858947754,0.05680060386657715,2.616969561746147
1130,large,esb,linspace,tables_blosc_lz4,7,0.17963067690531412,0.15768917401631674,0.16727868715922037,20.387737523745084
1131,large,ephemeral,neuronal,bloscpack_lz4hc,3,1.1790097554524739,0.0909264087677002,0.2547777493794759,1.91697435363798
1132,mid,ephemeral,poisson,zfile,3,0.1754153569539388,0.01972810427347819,0.0334165891011556,9.716720443758305
1133,small,ephemeral,bitcoin,tables_blosc_snappy,1,0.03879151344299316,0.0026084423065185548,0.008611059188842774,1.4090430220807981
1134,large,ephemeral,linspace,tables_lzo,9,0.1954787572224935,0.23841420809427896,0.24813262621561685,22.044917916226133
1135,mid,esb,neuronal,bloscpack_zlib,3,0.15300901730855307,0.012090921401977539,0.022873322168986004,2.5082861932501013
1136,small,ephemeral,neuronal,bloscpack_zlib,9,0.2370213031768799,0.0037705421447753905,0.00784006118774414,2.4965203623680106
1137,large,ephemeral,arange,tables_zlib,7,0.8123045762379965,0.37924718856811523,0.3877786000569661,257.0770120916731
1138,small,ephemeral,arange,bloscpack_snappy,5,0.029819440841674805,0.0005884170532226562,0.0018559932708740235,17.22252151632613
1139,large,ephemeral,bitcoin,bloscpack_snappy,7,0.7522482872009277,0.10195334752400716,0.348424752553304,1.3345233933203833
1140,large,ephemeral,arange,bloscpack_blosclz,5,0.08350340525309245,0.06997100512186687,0.07233190536499023,57.213945550021606
1141,small,esb,bitcoin,bloscpack_zlib,1,0.04834933280944824,0.0016133785247802734,0.005063247680664062,1.7167396589690485
1142,large,ephemeral,neuronal,bloscpack_lz4,5,0.5977669556935629,0.09413107236226399,0.2796484629313151,1.634133125210096
1143,large,esb,bitcoin,bloscpack_zlib,7,7.719818115234375,0.667044480641683,0.837278683980306,1.6201481451266315
1144,small,ephemeral,arange,tables_blosc_lz4,7,0.03331141471862793,0.0017843246459960938,0.005678939819335938,64.6949654491609
1145,mid,ephemeral,arange,bloscpack_blosclz,5,0.033318519592285156,0.0019061565399169922,0.006357510884602864,57.01323415870116
1146,mid,esb,arange,tables_lzo,3,0.050048271814982094,0.021161635716756184,0.03345195452372233,107.94371068858669
1147,large,esb,poisson,tables_blosc_blosclz,5,0.2632912000020345,0.15296490987141928,0.1630699634552002,8.720448264253427
1148,small,esb,neuronal,tables_blosc_snappy,5,0.04853310585021973,0.002527141571044922,0.007597112655639648,1.7472160708900075
1149,large,ephemeral,bitcoin,bloscpack_lz4,9,0.7355396747589111,0.10210386912027995,0.336112101872762,1.344730107028911
1150,large,ephemeral,poisson,bloscpack_snappy,1,0.19861451784769693,0.08580160140991211,0.11789099375406902,6.273620098061212
1151,large,esb,linspace,tables_blosc_zlib,9,0.8040824731191,0.2835076649983724,0.2950476010640462,58.7151360401373
1152,mid,ephemeral,neuronal,tables_lzo,9,0.09317413965861003,0.018890380859375,0.03627864519755045,1.8160540706711639
1153,small,ephemeral,bitcoin,zfile,3,0.050169515609741214,0.004100418090820313,0.007417917251586914,3.8653189716821856
1154,large,esb,poisson,bloscpack_zlib,5,0.7002027034759521,0.16757957140604654,0.16810043652852377,16.187351501269962
1155,mid,ephemeral,linspace,tables_blosc_lz4,5,0.048871517181396484,0.008139292399088541,0.02076570192972819,10.08516707847586
1156,small,ephemeral,bitcoin,tables_blosc_snappy,9,0.0385897159576416,0.002606630325317383,0.008841228485107423,1.4090430220807981
1157,mid,ephemeral,bitcoin,bloscpack_snappy,7,0.08924269676208496,0.005089203516642253,0.032902797063191734,1.4777403049434688
1158,large,esb,bitcoin,tables_blosc_lz4hc,7,12.28521180152893,0.18877387046813965,0.4940764904022217,1.4310021916014952
1159,small,ephemeral,neuronal,tables_blosc_lz4,9,0.03842649459838867,0.0022414684295654296,0.008279943466186523,1.604058118225124
1160,small,ephemeral,linspace,bloscpack_lz4hc,9,0.03747968673706055,0.0006319999694824219,0.0028800010681152345,51.848101265822784
1161,small,ephemeral,linspace,tables_blosc_lz4hc,1,0.037526273727416994,0.0018869876861572266,0.00607609748840332,17.248017896502944
1162,small,ephemeral,poisson,bloscpack_blosclz,5,0.030126333236694336,0.0004917621612548828,0.0020121097564697265,7.5439293217070995
1163,mid,esb,arange,bloscpack_lz4,5,0.03758923212687174,0.0023064613342285156,0.006795644760131836,58.332647225714574
1164,small,ephemeral,linspace,tables_blosc_snappy,1,0.03433394432067871,0.002071094512939453,0.006439208984375,10.698663401693704
1165,mid,ephemeral,bitcoin,zfile,7,0.4940594832102458,0.04107022285461426,0.0637966791788737,3.3860717084747054
1166,small,ephemeral,linspace,tables_blosc_lz4,1,0.034847593307495116,0.0018890380859375,0.00613245964050293,12.729917082468344
1167,mid,ephemeral,linspace,tables_lzo,7,0.05045445760091146,0.015205701192220053,0.027587095896402996,19.62982168764918
1168,mid,esb,arange,bloscpack_lz4,9,0.038681427637736,0.0024967193603515625,0.006584008534749349,135.68881182225212
1169,large,esb,neuronal,bloscpack_zlib,9,20.750633319218952,0.44641780853271484,0.5420067310333252,2.621286654730698
1170,mid,ephemeral,bitcoin,zfile,1,0.2174061139424642,0.04557959238688151,0.07091339429219563,3.051041075937047
1171,mid,esb,poisson,bloscpack_lz4hc,5,0.08309435844421387,0.003001689910888672,0.00848531723022461,10.962588760737017
1172,mid,ephemeral,neuronal,tables_blosc_lz4,7,0.10526251792907715,0.010528008143107096,0.031975507736206055,1.6764268620059355
1173,mid,ephemeral,bitcoin,tables_blosc_lz4hc,7,0.46625534693400067,0.009728829065958658,0.03320455551147461,1.5398713327725484
1174,mid,esb,poisson,tables_lzo,7,0.0670313835144043,0.02496337890625,0.03765336672465006,9.737799611816383
1175,small,esb,neuronal,tables,0,0.05127372741699219,0.0015522003173828124,0.007826852798461913,0.9964118469865596
1176,mid,esb,linspace,tables_zlib,9,0.13274161020914713,0.02307438850402832,0.03616960843404134,35.40237956973274
1177,small,esb,bitcoin,zfile,9,0.1613635540008545,0.003924894332885742,0.006648063659667969,4.33930625791447
1178,mid,ephemeral,bitcoin,tables_blosc_blosclz,1,0.20804317792256674,0.010127544403076172,0.03580848375956217,1.5122430166405343
1179,large,esb,arange,tables_blosc_lz4,1,0.15078512827555338,0.1477359930674235,0.15616305669148764,35.09177750647904
1180,small,ephemeral,poisson,zfile,3,0.045621728897094725,0.0022822856903076173,0.0037535667419433595,9.689747262394308
1181,mid,ephemeral,linspace,tables_blosc_blosclz,5,0.052504936854044594,0.008121569951375326,0.0200045903523763,10.085477484132275
1182,large,ephemeral,neuronal,tables_blosc_lz4hc,5,4.461504141489665,0.18085201581319174,0.23301323254903158,2.0000814852533817
1183,large,esb,bitcoin,bloscpack_lz4hc,9,31.388841072718304,0.1865675449371338,0.4790697892506917,1.4647072552957832
1184,mid,ephemeral,linspace,tables_zlib,1,0.08613928159077962,0.020792166392008465,0.03336342175801595,23.261678801350566
1185,small,esb,arange,bloscpack_blosclz,7,0.03574881553649902,0.00047850608825683594,0.002152538299560547,105.57551349174386
1186,mid,ephemeral,neuronal,bloscpack_lz4,5,0.07906532287597656,0.0043214162190755205,0.02870337168375651,1.6353085003834158
1187,large,ephemeral,arange,bloscpack_zlib,9,0.727545420328776,0.3228023846944173,0.32507801055908203,367.12917738914274
1188,mid,esb,arange,zfile,3,0.2672990957895915,0.026486953099568684,0.04060777028401693,5.303979188259151
1189,mid,esb,arange,bloscpack_blosclz,7,0.04056986172993978,0.0020002524058024087,0.0066610972086588545,112.80104993653048
1190,small,esb,arange,tables_blosc_lz4,1,0.03340167999267578,0.0017726421356201172,0.0058611869812011715,64.6949654491609
1191,small,ephemeral,arange,tables_blosc_lz4hc,7,0.03515772819519043,0.0017643451690673828,0.005687189102172851,64.6949654491609
1192,mid,esb,poisson,tables_blosc_zlib,1,0.08507013320922852,0.019659916559855144,0.03211220105489095,14.616255275967237
1193,mid,esb,neuronal,npz,1,0.991863489151001,0.052081902821858726,0.06428384780883789,2.388555264565999
1194,mid,ephemeral,poisson,bloscpack_snappy,9,0.04358895619710287,0.004134654998779297,0.010776360829671225,7.0305904061019895
1195,large,esb,arange,bloscpack_lz4,9,0.08427723248799641,0.07709360122680664,0.07907430330912273,136.83122631562463
1196,large,esb,bitcoin,tables_blosc_zlib,9,21.95787787437439,0.6867398420969645,0.7775870164235433,1.619537449764771
1197,small,esb,neuronal,tables_blosc_lz4hc,3,0.06092996597290039,0.0021235466003417967,0.007198333740234375,1.7631838252850989
1198,mid,ephemeral,neuronal,bloscpack_lz4hc,1,0.12404330571492513,0.004410107930501302,0.02935202916463216,1.7407963620076028
1199,large,esb,arange,tables_zlib,1,0.4562227725982666,0.2872180938720703,0.2964044411977132,140.81517819852897
1200,large,esb,linspace,tables_lzo,5,0.2152872085571289,0.23946674664815268,0.2502595583597819,22.044917916226133
1201,large,esb,linspace,bloscpack_lz4,9,0.11847138404846191,0.07810807228088379,0.08165280024210612,30.3564635618564
1202,small,esb,poisson,npy,0,0.043941164016723634,0.0006241798400878906,0.005032587051391602,0.9999237118750095
1203,large,ephemeral,arange,bloscpack_lz4hc,3,0.32243887583414715,0.07480851809183757,0.07695682843526204,114.48236105894786
1204,small,esb,linspace,tables_blosc_lz4hc,5,0.039706182479858396,0.001845073699951172,0.006017351150512695,17.27672054437909
1205,small,ephemeral,neuronal,zfile,9,0.4906801700592041,0.004644966125488282,0.008752250671386718,2.30683905656351
1206,small,ephemeral,bitcoin,tables_blosc_blosclz,3,0.04853038787841797,0.002230930328369141,0.008449220657348632,1.4588071620361998
1207,large,ephemeral,bitcoin,tables_zlib,5,4.906037489573161,0.7200186252593994,0.8144915103912354,1.6033919657214293
1208,small,esb,bitcoin,bloscpack_lz4,5,0.04176793098449707,0.0007078647613525391,0.004141330718994141,1.400639291729948
1209,large,ephemeral,linspace,bloscpack_lz4,5,0.15472118059794107,0.07727471987406413,0.08665068944295247,8.538439859580734
1210,large,ephemeral,linspace,tables_blosc_zlib,1,0.6593698660532633,0.22390198707580566,0.2347565491994222,23.902393211802025
1211,large,ephemeral,arange,tables,0,0.8228882948557535,0.13442166646321616,0.42513807614644367,0.99982409710938
1212,small,esb,bitcoin,tables_zlib,5,0.0777022361755371,0.007742118835449219,0.01238861083984375,1.7184333481373926
1213,mid,ephemeral,poisson,zfile,1,0.12414018313090007,0.02433466911315918,0.0376896858215332,8.054519421622187
1214,mid,ephemeral,linspace,tables_blosc_lz4hc,1,0.0725870132446289,0.006319443384806315,0.01860348383585612,24.749419959072597
1215,large,esb,arange,tables_blosc_blosclz,5,0.247118870417277,0.1504823366800944,0.15858825047810873,132.91688638299598
1216,mid,esb,linspace,bloscpack_lz4hc,5,0.06508437792460124,0.0027315616607666016,0.007370789845784505,40.06434283574619
1217,large,esb,neuronal,zfile,7,14.491688172022501,0.6232604185740153,0.8202736377716064,2.380294397808281
1218,small,ephemeral,bitcoin,bloscpack_lz4hc,7,0.09014859199523925,0.0011271953582763672,0.00629878044128418,1.5484999025335373
1219,large,esb,arange,zfile,7,14.011316378911337,0.37781810760498047,0.44573060671488446,5.303436494092319
1220,mid,esb,poisson,tables_blosc_blosclz,5,0.10872149467468262,0.006424109141031901,0.01920461654663086,10.233893643538865
1221,large,esb,bitcoin,tables_zlib,5,5.134252468744914,0.7211219469706217,0.8156020641326904,1.6033919657214293
1222,small,ephemeral,poisson,zfile,7,0.08827433586120606,0.002106189727783203,0.0035542964935302733,11.506501772213017
1223,small,ephemeral,poisson,npy,0,0.026853322982788086,0.0006198883056640625,0.005745220184326172,0.9999237118750095
1224,mid,ephemeral,bitcoin,bloscpack_lz4hc,5,0.1715069611867269,0.004745801289876302,0.03189214070638021,1.5579010613611042
1225,large,ephemeral,poisson,tables_blosc_zlib,5,1.329030434290568,0.3886178334554036,0.39818644523620605,16.12843983074441
1226,large,esb,arange,tables_blosc_snappy,7,0.18722732861836752,0.17296330134073892,0.18037048975626627,19.79006872893742
1227,large,ephemeral,poisson,tables_blosc_lz4,3,0.2109676202138265,0.1524356206258138,0.1650730768839518,8.122692491728971
1228,small,ephemeral,bitcoin,tables_blosc_snappy,3,0.035671567916870116,0.002613353729248047,0.008553028106689453,1.4090430220807981
1229,small,ephemeral,arange,tables_zlib,5,0.03807401657104492,0.004151821136474609,0.00818023681640625,85.25701276526547
1230,mid,esb,arange,bloscpack_lz4hc,9,0.05594499905904134,0.004003683725992839,0.01236573855082194,158.49572236161916
1231,small,ephemeral,linspace,npz,1,0.10036425590515137,0.007468366622924804,0.012952899932861328,1.508492839314358
1232,large,ephemeral,poisson,tables_blosc_zlib,7,1.7425367037455242,0.3895862102508545,0.39916404088338214,16.110452075531878
1233,small,esb,arange,bloscpack_snappy,3,0.031035327911376955,0.0005926132202148437,0.0024070262908935545,14.796184455607609
1234,mid,ephemeral,arange,tables_blosc_snappy,3,0.04319286346435547,0.0075274308522542315,0.018609126408894856,14.753382409220864
1235,large,ephemeral,linspace,bloscpack_lz4hc,9,0.37009135882059735,0.14224934577941895,0.145556370417277,90.47325688746236
1236,mid,ephemeral,neuronal,bloscpack_lz4,1,0.07652346293131511,0.004345814387003581,0.03179311752319336,1.5899950840339065
1237,small,esb,neuronal,tables_blosc_zlib,1,0.05914435386657715,0.005792093276977539,0.010458993911743163,2.312016986636033
1238,small,ephemeral,poisson,tables_blosc_zlib,7,0.04220223426818848,0.004494190216064453,0.008566904067993163,14.538718577984831
1239,large,ephemeral,arange,zfile,1,1.5195823510487874,0.3791946570078532,0.4596094290415446,5.304407412904503
1240,small,esb,bitcoin,tables_lzo,7,0.05171804428100586,0.0034566879272460937,0.00851907730102539,1.4148589224103616
1241,small,ephemeral,linspace,tables_lzo,7,0.03706979751586914,0.0026494503021240235,0.006767749786376953,19.89707779886148
1242,large,ephemeral,linspace,bloscpack_lz4hc,5,0.32167863845825195,0.07628933588663737,0.0802912712097168,43.83957509005589
1243,small,ephemeral,linspace,bloscpack_lz4hc,1,0.03463931083679199,0.0005220890045166016,0.0020130634307861327,28.060800685078142
1244,large,ephemeral,arange,tables_blosc_lz4hc,3,0.6733191013336182,0.15678699811299643,0.16324440638224283,111.72940534642662
1245,large,esb,bitcoin,tables_blosc_lz4hc,9,14.289070765177408,0.18883458773295084,0.4932560125986735,1.4310598436222217
1246,mid,esb,bitcoin,zfile,7,0.5118579864501953,0.041147311528523765,0.05959796905517578,3.3860717084747054
1247,mid,esb,poisson,bloscpack_zlib,5,0.10083683331807454,0.01120432217915853,0.015516281127929688,16.179056853266513
1248,small,ephemeral,linspace,bloscpack_zlib,7,0.042457056045532224,0.0018256187438964843,0.00407562255859375,61.16642361313656
1249,mid,ephemeral,neuronal,bloscpack_snappy,9,0.07949201265970866,0.005618572235107422,0.02857343355814616,1.8772461318284466
1250,small,ephemeral,poisson,tables_lzo,3,0.037973976135253905,0.003689098358154297,0.00783367156982422,9.161469573194706
1251,large,ephemeral,arange,tables_blosc_zlib,3,0.5487775007883707,0.20561321576436362,0.21302040417989096,105.19379938282752
1252,large,esb,poisson,tables_blosc_snappy,5,0.2993130683898926,0.1608269214630127,0.1766072909037272,6.519961886636371
1253,small,ephemeral,linspace,tables_blosc_snappy,7,0.036602115631103514,0.002069568634033203,0.006307363510131836,10.698663401693704
1254,small,ephemeral,linspace,bloscpack_lz4hc,3,0.034515666961669925,0.0005202770233154296,0.00200958251953125,28.287903312830473
1255,small,esb,linspace,zfile,5,0.09428071975708008,0.006156110763549804,0.010059547424316407,1.5083734913762101
1256,small,esb,neuronal,tables_blosc_zlib,5,0.08268523216247559,0.005712652206420898,0.010379409790039063,2.3700917680032547
1257,large,esb,poisson,tables_blosc_lz4,9,0.28674109776814777,0.1604471206665039,0.17232529322306314,9.879247320925359
1258,large,ephemeral,arange,bloscpack_zlib,5,0.38204177220662433,0.14159623781840006,0.14217774073282877,236.22854722651516
1259,mid,ephemeral,neuronal,tables_blosc_snappy,7,0.10075696309407552,0.01311198870340983,0.03255963325500488,1.8548919782842122
1260,large,esb,arange,tables_lzo,1,0.23773988087972006,0.3092000484466553,0.31901200612386066,130.9801501696935
1261,small,ephemeral,linspace,bloscpack_zlib,5,0.036763572692871095,0.0010300636291503905,0.0024573802947998047,56.34476088124664
1262,small,esb,linspace,zfile,3,0.08522377014160157,0.006202173233032226,0.009649991989135742,1.5089552195849198
1263,small,esb,linspace,tables_blosc_zlib,7,0.04819831848144531,0.0034697532653808595,0.007799673080444336,31.50958591261494
1264,small,esb,arange,bloscpack_blosclz,3,0.0367520809173584,0.0004668235778808594,0.0019272804260253907,33.82939734159246
1265,large,ephemeral,bitcoin,tables_zlib,3,4.071182489395142,0.7213960488637289,0.8168725967407227,1.5769044470730798
1266,mid,ephemeral,bitcoin,bloscpack_lz4,3,0.09673277537027995,0.004134178161621094,0.03215312957763672,1.465888718521675
1267,small,ephemeral,arange,bloscpack_lz4hc,7,0.03603472709655762,0.0006752967834472656,0.002917957305908203,144.59128516271375
1268,large,ephemeral,bitcoin,bloscpack_lz4,3,0.7518202463785807,0.09282382329305013,0.3392519950866699,1.319006211358262
1269,small,ephemeral,neuronal,tables_blosc_zlib,5,0.0764662742614746,0.0057185649871826175,0.01049489974975586,2.3700917680032547
1270,large,ephemeral,neuronal,bloscpack_snappy,7,0.6084646383921305,0.10109170277913411,0.2655002276102702,1.8575783384189084
1271,small,ephemeral,bitcoin,tables_blosc_lz4,1,0.04287090301513672,0.0022861003875732423,0.008380699157714843,1.4028054074663705
1272,large,ephemeral,neuronal,bloscpack_lz4,3,0.599942127863566,0.09451643625895183,0.2907950083414714,1.587589183379847
1273,small,ephemeral,linspace,tables_blosc_blosclz,5,0.03727560043334961,0.0018936634063720704,0.006134796142578125,12.734864402045204
1274,mid,esb,neuronal,bloscpack_lz4hc,9,8.350763241449991,0.006814400355021159,0.027404228846232098,2.1359215390394124
1275,mid,esb,arange,tables_blosc_lz4hc,9,0.06665277481079102,0.005575497945149739,0.017521222432454426,104.17421713559052
1276,mid,ephemeral,arange,tables_blosc_snappy,5,0.048978964487711586,0.008505900700887045,0.020539204279581707,17.164558288153795
1277,mid,esb,neuronal,tables_blosc_blosclz,9,0.1310733954111735,0.013127406438191732,0.031091610590616863,1.8549024782955876
1278,mid,esb,linspace,bloscpack_lz4hc,9,0.07709725697835286,0.0042832692464192705,0.012875795364379883,70.1294810058855
1279,small,esb,neuronal,tables_blosc_lz4,7,0.041332244873046875,0.002235221862792969,0.007530879974365234,1.604058118225124
1280,small,ephemeral,bitcoin,tables_blosc_zlib,7,0.06655750274658204,0.007967710494995117,0.01320786476135254,1.7425789961744147
1281,large,ephemeral,neuronal,tables_blosc_blosclz,9,12.261781533559164,0.4742438793182373,0.5032496452331543,2.5574969497626445
1282,large,esb,poisson,zfile,1,1.1000765164693196,0.3577733834584554,0.4048435688018799,8.056011999937308
1283,small,esb,neuronal,tables_blosc_lz4hc,7,0.07067627906799316,0.0021268844604492186,0.007369470596313476,1.763471457714229
