id,size,storage,complexity,codec,level,compress,decompress,dc_no_cache,ratio
0,mid,esb,arange,tables_zlib,3,0.07227953275044759,0.018749475479125977,0.029623905817667644,109.0698787160124
1,mid,esb,arange,tables_zlib,1,0.06988310813903809,0.018664995829264324,0.02958957354227702,109.0698787160124
2,mid,esb,poisson,tables_blosc_lz4,5,0.05451806386311849,0.00796802838643392,0.018930753072102863,8.669363606524577
3,small,ephemeral,neuronal,tables_blosc_zlib,7,0.07212004661560059,0.005646419525146484,0.010072422027587891,2.36477340640258
4,large,esb,poisson,tables_blosc_zlib,5,1.3562689622243245,0.38781293233235675,0.39761972427368164,16.127321085455378
5,mid,ephemeral,poisson,tables_blosc_blosclz,7,0.15265695254007974,0.031057278315226238,0.0427243709564209,15.608780177020659
6,large,ephemeral,linspace,tables_blosc_lz4,7,0.1646448771158854,0.15771897633870444,0.16533366839090982,20.387737523745084
7,small,ephemeral,linspace,bloscpack_lz4,5,0.024765634536743165,0.0005815029144287109,0.0018714427947998046,10.543220552008446
8,large,ephemeral,poisson,tables_lzo,9,0.2730672359466553,0.34603508313496906,0.35741090774536133,10.126100161841691
9,small,esb,bitcoin,tables_blosc_lz4,9,0.04302668571472168,0.0022674560546875,0.0074695110321044925,1.4028054074663705
10,mid,ephemeral,poisson,bloscpack_blosclz,5,0.0376286506652832,0.0019658406575520835,0.009023030598958334,7.578617488605794
11,large,esb,linspace,tables_blosc_lz4hc,9,0.39719104766845703,0.14701135953267416,0.15604519844055176,43.42922274573733
12,mid,ephemeral,linspace,npy,0,0.0950299898783366,0.001875003178914388,0.04054339726765951,0.999992370663676
13,large,ephemeral,linspace,bloscpack_snappy,9,0.12182807922363281,0.08273673057556152,0.0869285265604655,14.373497985799986
14,small,esb,linspace,bloscpack_lz4,9,0.028716135025024413,0.0005221843719482421,0.0019414424896240234,24.734066141435108
15,large,esb,linspace,bloscpack_blosclz,3,0.5772081216176351,0.07829682032267253,0.30326024691263836,2.240447576717589
16,mid,esb,neuronal,zfile,9,4.476474285125732,0.04391026496887207,0.06661645571390788,2.3789030977493826
17,mid,ephemeral,neuronal,tables_blosc_lz4hc,5,0.32866589228312176,0.009231249491373697,0.031162818272908527,1.9204291193240872
18,mid,ephemeral,poisson,bloscpack_lz4,1,0.03915707270304362,0.002569993336995443,0.009157419204711914,8.134120647765743
19,large,ephemeral,neuronal,tables_blosc_lz4,7,0.6500245730082194,0.18711558977762857,0.275357723236084,1.6773285415388899
20,mid,esb,arange,tables_blosc_lz4,1,0.04537812868754069,0.0069704850514729815,0.018223126729329426,34.31024553688289
21,mid,ephemeral,poisson,tables_blosc_snappy,1,0.05077068010965983,0.007898966471354166,0.02022385597229004,6.241508948788217
22,mid,esb,neuronal,tables_blosc_lz4,3,0.11761935551961263,0.008935769399007162,0.030834436416625977,1.587960422141212
23,small,ephemeral,linspace,tables_blosc_blosclz,7,0.02878284454345703,0.0018906116485595704,0.006049013137817383,12.734864402045204
24,large,ephemeral,bitcoin,zfile,7,5.923474868138631,0.6203906536102295,0.7353793780008951,2.621955804255592
25,mid,ephemeral,bitcoin,npz,1,0.46175575256347656,0.05144691467285156,0.06339605649312337,3.3838786087248365
26,large,esb,arange,tables_blosc_zlib,9,0.6118040084838867,0.3328711191813151,0.3408675193786621,224.79922821309893
27,large,esb,bitcoin,tables_zlib,3,4.361640294392903,0.7235190868377686,0.8257975578308105,1.5769044470730798
28,large,ephemeral,bitcoin,zfile,5,3.692340850830078,0.627565066019694,0.7454851468404134,2.5969033534328414
29,small,esb,poisson,bloscpack_lz4hc,5,0.03615717887878418,0.0005620956420898437,0.002504777908325195,10.904719316125544
30,mid,esb,bitcoin,zfile,9,0.7558945814768473,0.04102714856465658,0.05979784329732259,3.3873536977626997
31,large,esb,neuronal,tables_blosc_lz4,5,0.8877988656361898,0.17036048571268717,0.43016791343688965,1.6335577774070018
32,small,esb,poisson,tables_blosc_snappy,3,0.03907408714294434,0.002220630645751953,0.006469917297363281,6.5671036067914645
33,mid,esb,poisson,tables_lzo,5,0.062220493952433266,0.0253598690032959,0.03885738054911295,9.805897513587922
34,mid,esb,poisson,tables_blosc_blosclz,3,0.06466094652811687,0.00790858268737793,0.01977984110514323,6.241531239918142
35,large,ephemeral,neuronal,tables_blosc_lz4,3,0.5679271221160889,0.1699832280476888,0.27029895782470703,1.587046137891736
36,mid,esb,poisson,tables_zlib,1,0.09962805112202962,0.02316459019978841,0.03559501965840658,14.410028708028765
37,small,ephemeral,bitcoin,tables_blosc_lz4hc,5,0.0534052848815918,0.002205514907836914,0.008419418334960937,1.462924492896576
38,small,esb,arange,bloscpack_lz4hc,5,0.03207793235778809,0.0005136013031005859,0.0020123958587646485,125.36776661884267
39,small,ephemeral,arange,bloscpack_zlib,7,0.033793163299560544,0.0024516105651855467,0.004702949523925781,294.8751406074241
40,large,ephemeral,bitcoin,tables_zlib,1,3.198697328567505,0.7307314078013102,0.8264578183492025,1.5657895202501342
41,large,esb,linspace,npy,0,1.3732813199361165,0.08205540974934895,0.7225522994995117,0.9999992370611289
42,large,esb,bitcoin,bloscpack_snappy,1,1.0081322987874348,0.09462738037109375,0.5644999345143636,1.262692572550911
43,large,ephemeral,poisson,tables_blosc_snappy,5,0.2213775316874186,0.1607996622721354,0.17341200510660806,6.520751713244531
44,mid,esb,poisson,tables_zlib,9,0.1786526838938395,0.034206231435139976,0.046801090240478516,15.231698229416182
45,mid,ephemeral,arange,tables_blosc_zlib,5,0.09089152018229167,0.024936437606811523,0.03636471430460612,140.22895046538997
46,large,ephemeral,linspace,tables_blosc_snappy,5,0.21854090690612793,0.15622504552205405,0.16860485076904297,7.0559183222760495
47,large,esb,neuronal,tables_blosc_blosclz,7,0.8547683556874593,0.19951653480529785,0.37514519691467285,1.8568359796537401
48,mid,ephemeral,arange,tables_lzo,1,0.0417321523030599,0.02117808659871419,0.03266064325968424,107.94371068858669
49,mid,esb,neuronal,tables_blosc_blosclz,7,0.12254691123962402,0.013109763463338217,0.03112506866455078,1.8549024782955876
50,large,ephemeral,arange,npy,0,0.7570747534434,0.08468008041381836,0.4097621440887451,0.9999992370611289
51,large,ephemeral,arange,zfile,5,3.57662566502889,0.41205112139383954,0.46988336245218915,5.284693818666746
52,large,esb,linspace,tables_blosc_snappy,7,0.238875150680542,0.1670509179433187,0.17720254262288412,11.90421372946232
53,large,esb,bitcoin,npy,0,1.41482146581014,0.08594218889872234,0.7407321929931641,0.9999992370611289
54,small,ephemeral,arange,tables_blosc_snappy,7,0.02702674865722656,0.0020526885986328126,0.006141567230224609,17.698082635700782
55,mid,ephemeral,arange,tables_blosc_lz4,9,0.03731489181518555,0.005659182866414388,0.017292181650797527,104.17421713559052
56,small,esb,poisson,tables_lzo,9,0.03657541275024414,0.003740835189819336,0.008012104034423827,9.206272278705509
57,mid,ephemeral,poisson,zfile,5,0.2045567830403646,0.01984437306722005,0.03349463144938151,10.453427548592204
58,small,ephemeral,bitcoin,bloscpack_snappy,7,0.03134160041809082,0.0008318424224853516,0.00545034408569336,1.4227142905600216
59,mid,ephemeral,poisson,bloscpack_zlib,1,0.0579225222269694,0.0069188276926676435,0.012256224950154623,14.786252954215998
60,mid,esb,poisson,bloscpack_lz4hc,9,0.1277430852254232,0.004929542541503906,0.014512379964192709,12.080048570141575
61,large,ephemeral,arange,tables_blosc_zlib,7,0.6164775689442953,0.3358638286590576,0.34134340286254883,224.79922821309893
62,mid,esb,neuronal,tables_blosc_lz4hc,5,0.36495526631673175,0.009244441986083984,0.028827508290608723,1.9204291193240872
63,mid,esb,poisson,tables,0,0.15740505854288736,0.004458189010620117,0.041658242543538414,0.9992406892955488
64,large,ephemeral,arange,bloscpack_lz4hc,1,0.3263644377390544,0.07364916801452637,0.07613706588745117,114.48236105894786
65,large,ephemeral,neuronal,tables_lzo,1,0.6466245651245117,0.30097492535909015,0.37224698066711426,1.7080591351882048
66,small,ephemeral,neuronal,bloscpack_blosclz,3,0.03211374282836914,0.0005776882171630859,0.0051196575164794925,1.3068207735170185
67,mid,ephemeral,arange,bloscpack_lz4hc,1,0.05798204739888509,0.0023935635884602866,0.007079521814982097,113.6815629133329
68,large,esb,poisson,tables_blosc_blosclz,3,0.9349845250447592,0.1616687774658203,0.17379426956176758,10.30015633295826
69,large,ephemeral,arange,tables_zlib,5,0.8146762053171793,0.3777170976003011,0.3852863311767578,257.45004210727905
70,small,esb,poisson,bloscpack_snappy,1,0.03617143630981445,0.0006358146667480469,0.002500009536743164,6.249819701150932
71,large,esb,linspace,zfile,3,4.676201979319255,0.7874802748362223,1.1302663485209148,1.5971364816803368
72,large,ephemeral,poisson,tables_blosc_lz4,5,0.1950965722401937,0.1519045035044352,0.1641392707824707,8.719733968016321
73,large,esb,arange,tables_blosc_lz4,7,0.13434251149495444,0.1564177672068278,0.16309706370035806,111.72940534642662
74,small,esb,arange,zfile,5,0.07096662521362304,0.0029526233673095705,0.00504908561706543,5.277951990980062
75,large,ephemeral,poisson,bloscpack_lz4,3,0.16167060534159342,0.0759730339050293,0.08701475461324056,8.137789605928258
76,large,ephemeral,bitcoin,tables_blosc_lz4,5,0.6823557217915853,0.16950376828511557,0.3418693542480469,1.326640196430239
77,small,ephemeral,neuronal,bloscpack_blosclz,7,0.03326597213745117,0.0011319637298583985,0.004848384857177734,1.7550593429842047
78,small,ephemeral,arange,zfile,1,0.041766023635864256,0.0029398918151855467,0.005539083480834961,5.296640905187655
79,small,esb,neuronal,tables_lzo,1,0.047915410995483396,0.0029900074005126953,0.007914543151855469,1.9629490961915745
80,mid,esb,poisson,bloscpack_lz4hc,7,0.1339604059855143,0.004939556121826172,0.014356613159179688,12.081621366270696
81,large,ephemeral,poisson,bloscpack_blosclz,9,0.19607051213582358,0.09221847852071126,0.09892908732096355,9.155404632569644
82,mid,ephemeral,arange,bloscpack_snappy,3,0.03582970301310221,0.003110647201538086,0.007926146189371744,14.930216796379987
83,large,esb,neuronal,bloscpack_zlib,7,19.330138365427654,0.4465038776397705,0.5473304589589437,2.6195161618428386
84,small,ephemeral,poisson,tables_blosc_zlib,9,0.04373178482055664,0.004503297805786133,0.008545494079589844,14.50453017581232
85,large,esb,arange,bloscpack_lz4hc,5,0.2882521152496338,0.07794539133707683,0.07881617546081543,136.83122631562463
86,large,ephemeral,linspace,tables_lzo,3,0.19093012809753418,0.2380384604136149,0.24752442042032877,22.044917916226133
87,mid,ephemeral,poisson,zfile,7,0.6699744860331217,0.017923672993977863,0.029516935348510742,11.548969699506245
88,small,ephemeral,poisson,bloscpack_lz4hc,3,0.033191347122192384,0.0005517005920410156,0.0020688533782958984,10.276328426664575
89,mid,esb,neuronal,tables_zlib,7,0.7457650502522787,0.044931491216023765,0.06051445007324219,2.758261492646616
90,mid,esb,neuronal,bloscpack_zlib,7,1.9662147363026936,0.03443002700805664,0.05221041043599447,2.6151388230059673
91,mid,ephemeral,neuronal,bloscpack_snappy,3,0.07770522435506184,0.005401452382405599,0.029998302459716797,1.623703454110978
92,small,ephemeral,arange,tables_blosc_blosclz,1,0.03780035972595215,0.00288543701171875,0.006928825378417968,59.93232738911751
93,small,esb,linspace,zfile,7,0.10852928161621093,0.006171417236328125,0.010513734817504884,1.508360472743593
94,mid,esb,bitcoin,tables_zlib,1,0.3497927188873291,0.058035850524902344,0.07371012369791667,1.6702242971748416
95,small,ephemeral,bitcoin,zfile,1,0.045957183837890624,0.0042955875396728516,0.007784986495971679,3.6876373751973808
96,large,esb,poisson,bloscpack_lz4hc,7,1.0000386238098145,0.15276590983072916,0.1607836882273356,12.091204779029502
97,small,ephemeral,neuronal,tables_blosc_lz4,7,0.03865303993225098,0.002244234085083008,0.008047389984130859,1.604058118225124
98,large,ephemeral,bitcoin,tables_lzo,9,0.8195257186889648,0.2932058970133464,0.45099441210428876,1.3400248870016618
99,small,esb,poisson,tables_blosc_lz4hc,3,0.04410676956176758,0.0018674373626708985,0.006168174743652344,9.315624416982791
100,mid,ephemeral,arange,bloscpack_lz4,5,0.0340127150217692,0.002318859100341797,0.00668795903523763,58.332647225714574
101,small,esb,linspace,bloscpack_blosclz,3,0.038920116424560544,0.000560140609741211,0.002609920501708984,4.096848175598854
102,small,esb,arange,tables_lzo,3,0.03881831169128418,0.0032908439636230467,0.007374382019042969,69.26780288016911
103,small,ephemeral,bitcoin,bloscpack_zlib,9,0.13717293739318848,0.006135320663452149,0.011134958267211914,1.7585089059462977
104,large,esb,neuronal,tables_blosc_lz4,7,0.9404722849527994,0.186781644821167,0.4138677914937337,1.6773285415388899
105,small,ephemeral,linspace,tables_blosc_snappy,5,0.03540635108947754,0.002055788040161133,0.006443691253662109,10.698663401693704
106,small,esb,arange,tables_blosc_snappy,1,0.03962740898132324,0.0020958423614501954,0.006238460540771484,17.698082635700782
107,small,esb,poisson,tables_blosc_blosclz,5,0.04035096168518067,0.0022451400756835936,0.006527519226074219,6.561432710297918
108,small,esb,linspace,bloscpack_blosclz,5,0.03593802452087402,0.0005864620208740235,0.002193164825439453,11.348593569055272
109,small,ephemeral,neuronal,bloscpack_snappy,5,0.03324761390686035,0.0007435798645019532,0.004391622543334961,1.6711892554383425
110,small,esb,poisson,tables_blosc_lz4hc,9,0.04439058303833008,0.0018759727478027343,0.006229972839355469,9.313224975575096
111,mid,ephemeral,poisson,tables_blosc_zlib,3,0.09329517682393391,0.0192257563273112,0.03161454200744629,14.61344423044226
112,small,ephemeral,linspace,tables_blosc_lz4hc,7,0.0396843433380127,0.001859140396118164,0.006043148040771484,17.27928284226485
113,mid,ephemeral,bitcoin,bloscpack_zlib,5,0.18988450368245444,0.01972055435180664,0.04370196660359701,1.7186662805069837
114,large,esb,bitcoin,tables_blosc_blosclz,7,12.288804213205973,0.1893324057261149,0.49347154299418133,1.4310021916014952
115,large,esb,arange,bloscpack_snappy,9,0.14107751846313477,0.08481566111246745,0.08759005864461263,20.368894048246208
116,small,esb,linspace,tables_blosc_snappy,1,0.04116530418395996,0.0020625114440917967,0.0063435077667236325,10.698663401693704
117,small,ephemeral,arange,bloscpack_blosclz,7,0.031992769241333006,0.0004702568054199219,0.0020557403564453124,105.57551349174386
118,large,esb,arange,tables_zlib,9,0.8272976875305176,0.3784928321838379,0.3856411774953206,260.1254266888942
119,small,esb,arange,bloscpack_blosclz,9,0.03528494834899902,0.0004995822906494141,0.0019379138946533203,125.06870229007633
120,large,esb,linspace,tables_blosc_lz4,3,0.39948320388793945,0.15242799123128256,0.16947086652119955,5.392869173899068
121,small,ephemeral,linspace,zfile,3,0.07382082939147949,0.0062144756317138675,0.01126241683959961,1.5089552195849198
122,small,esb,poisson,bloscpack_snappy,3,0.035869693756103514,0.0006336212158203125,0.0024043560028076173,6.247957718364745
123,large,esb,arange,bloscpack_lz4hc,9,0.31773996353149414,0.14253838857014975,0.14617133140563965,160.05666068310316
124,small,esb,linspace,tables_blosc_lz4,3,0.03805356025695801,0.001869344711303711,0.006069469451904297,12.729917082468344
125,mid,esb,arange,tables_blosc_blosclz,1,0.052243947982788086,0.006812175114949544,0.018222729365030926,34.31024553688289
126,small,ephemeral,neuronal,tables_blosc_snappy,3,0.03864750862121582,0.002535438537597656,0.008094596862792968,1.7472160708900075
127,mid,esb,linspace,tables_blosc_snappy,1,0.07011040051778157,0.00785390535990397,0.020074129104614258,5.731959439145052
128,large,esb,neuronal,bloscpack_snappy,9,0.7530086040496826,0.11111092567443848,0.36401939392089844,1.8774980575077962
129,mid,esb,bitcoin,bloscpack_blosclz,9,0.1269225279490153,0.008054971694946289,0.029349644978841145,1.521328539331581
130,small,esb,poisson,zfile,7,0.1000180721282959,0.0020915985107421873,0.004146146774291992,11.494644990846608
131,small,ephemeral,bitcoin,tables_zlib,1,0.0606020450592041,0.007805776596069336,0.012792253494262695,1.6766163744859388
132,large,esb,neuronal,tables_blosc_zlib,1,1.7601602872212727,0.3539060751597087,0.375791072845459,2.446569431466174
133,mid,ephemeral,arange,bloscpack_lz4,3,0.033791144688924156,0.0023156007130940757,0.007109006245930989,35.28206784702454
134,mid,ephemeral,linspace,bloscpack_zlib,1,0.05806096394856771,0.006536404291788737,0.0112760861714681,25.348250287670307
135,mid,ephemeral,linspace,tables_blosc_lz4hc,7,0.07862106959025066,0.006276448567708333,0.018630504608154297,27.882172125698666
136,small,esb,poisson,bloscpack_zlib,9,0.06118617057800293,0.003001499176025391,0.005270481109619141,16.61031554936003
137,mid,ephemeral,neuronal,bloscpack_zlib,1,0.11936116218566895,0.013222297032674154,0.028851032257080078,2.447462724121504
138,small,esb,bitcoin,bloscpack_zlib,7,0.10182051658630371,0.006178855895996094,0.010449790954589843,1.7573977984259148
139,small,ephemeral,bitcoin,bloscpack_lz4hc,5,0.04458751678466797,0.0007647037506103516,0.005232048034667969,1.5128805553030664
140,small,ephemeral,linspace,bloscpack_lz4,1,0.03125820159912109,0.0006092548370361328,0.002243709564208984,9.203363350711816
141,large,esb,bitcoin,tables_lzo,3,1.156685511271159,0.2928721110026042,0.5309590498606364,1.3400248870016618
142,large,esb,arange,bloscpack_zlib,9,0.7344605127970377,0.32157166798909503,0.3252414067586263,367.12917738914274
143,small,esb,poisson,tables_blosc_lz4,9,0.03976149559020996,0.0018807411193847655,0.006193017959594727,8.904120988765571
144,small,esb,linspace,tables_lzo,9,0.039545202255249025,0.0026541709899902343,0.0067962646484375,19.89707779886148
145,large,ephemeral,bitcoin,tables_blosc_zlib,3,2.351595083872477,0.4524095058441162,0.5277764002482096,1.5919195556672594
146,mid,esb,neuronal,tables_blosc_zlib,9,0.7429402669270834,0.040383100509643555,0.054999192555745445,2.5309264764236605
147,small,ephemeral,bitcoin,bloscpack_lz4hc,9,0.09338178634643554,0.0011228084564208984,0.00635838508605957,1.548506762873383
148,small,ephemeral,arange,tables_blosc_zlib,9,0.040954303741455075,0.003794097900390625,0.007745027542114258,71.9780340472268
149,mid,ephemeral,linspace,tables_lzo,1,0.05016716321309408,0.01515658696492513,0.027822256088256836,19.62982168764918
150,mid,esb,linspace,tables_blosc_lz4hc,9,0.08617663383483887,0.006495555241902669,0.0188446044921875,27.882172125698666
151,small,esb,neuronal,tables_blosc_blosclz,1,0.04903106689453125,0.0021982669830322267,0.007465839385986328,1.6523885014072255
152,large,ephemeral,neuronal,tables_blosc_zlib,5,4.666030804316203,0.4875325361887614,0.516789436340332,2.573604667407366
153,small,esb,poisson,tables_zlib,9,0.04280672073364258,0.004825162887573242,0.009090471267700195,14.481293761825187
154,mid,esb,arange,bloscpack_snappy,9,0.038142999013264976,0.0032951831817626953,0.008224407831827799,20.343397266014534
155,mid,esb,neuronal,tables_blosc_blosclz,5,0.4857582251230876,0.04114031791687012,0.0551306406656901,2.544608720447003
156,small,esb,neuronal,tables_blosc_zlib,9,0.0833472728729248,0.005686569213867188,0.01026759147644043,2.3648587389687394
157,mid,esb,linspace,tables_blosc_zlib,1,0.07871452967325847,0.018268346786499023,0.03095404307047526,24.840826498751532
158,small,esb,neuronal,bloscpack_snappy,9,0.038341951370239255,0.0008470535278320313,0.004100990295410156,1.8147827004986181
159,mid,esb,neuronal,bloscpack_blosclz,7,0.10847783088684082,0.007909377415974935,0.025359630584716797,1.8114801337271254
160,mid,esb,linspace,tables_blosc_lz4,3,0.06423513094584148,0.007176319758097331,0.01916805903116862,6.994731484483294
161,large,ephemeral,arange,bloscpack_lz4,1,0.09358716011047363,0.07279006640116374,0.0763850212097168,35.35882986098934
162,large,ephemeral,linspace,bloscpack_blosclz,7,0.11958201726277669,0.07636610666910808,0.08175492286682129,19.95902272784376
163,mid,ephemeral,poisson,tables_blosc_lz4hc,5,0.09286022186279297,0.0064534346262613935,0.01941712697347005,10.235651847115728
164,large,esb,neuronal,tables_blosc_lz4,1,0.9485813776652018,0.1691757837931315,0.4426686763763428,1.587046137891736
165,small,esb,arange,bloscpack_lz4,9,0.03325786590576172,0.0005333423614501953,0.00202789306640625,125.36776661884267
166,small,ephemeral,bitcoin,bloscpack_snappy,9,0.031643009185791014,0.0008922100067138671,0.005736160278320313,1.4268786213691054
167,mid,esb,linspace,tables_blosc_snappy,3,0.06802018483479817,0.007872978846232096,0.02020565668741862,5.731959439145052
168,mid,esb,neuronal,zfile,3,0.4331657886505127,0.050568342208862305,0.07321254412333171,2.3680016621105415
169,large,ephemeral,linspace,zfile,3,4.398096323013306,0.788387139638265,0.9925308227539062,1.5971364816803368
170,small,esb,bitcoin,npy,0,0.04279890060424805,0.0006273746490478516,0.0050203800201416016,0.9999237118750095
171,small,ephemeral,linspace,tables_blosc_snappy,9,0.034514570236206056,0.0020569324493408202,0.006226730346679687,10.698663401693704
172,mid,ephemeral,linspace,bloscpack_blosclz,9,0.03537583351135254,0.003107945124308268,0.007954994837443033,26.450737338116067
173,mid,esb,linspace,tables_blosc_blosclz,1,0.06975650787353516,0.007907787958780924,0.020178794860839844,5.732059707497548
174,large,ephemeral,arange,tables_blosc_snappy,1,0.1767155329386393,0.15659848848978677,0.16675241788228354,14.89603505805126
175,small,ephemeral,neuronal,tables_blosc_lz4hc,1,0.04752230644226074,0.0022031784057617186,0.007874393463134765,1.652305180787061
176,mid,esb,bitcoin,tables_blosc_blosclz,3,0.25647950172424316,0.009838104248046875,0.032595157623291016,1.5359308531129605
177,large,ephemeral,bitcoin,tables_blosc_lz4hc,5,4.607345660527547,0.1892546017964681,0.3561822573343913,1.428114861851444
178,large,ephemeral,linspace,npy,0,0.8930795192718506,0.08200844128926595,0.41868019104003906,0.9999992370611289
179,small,ephemeral,neuronal,bloscpack_zlib,3,0.03834342956542969,0.0014272689819335937,0.00428924560546875,2.3989329697255326
180,large,ephemeral,arange,tables_zlib,9,0.8177531560262045,0.3775091965993245,0.3863711357116699,260.1254266888942
181,large,esb,arange,tables_blosc_zlib,5,0.6200879414876302,0.33239928881327313,0.34139211972554523,224.79922821309893
182,mid,esb,poisson,zfile,5,0.21633187929789224,0.01980868975321452,0.030812184015909832,10.450656245670793
183,large,esb,bitcoin,tables_zlib,7,7.6917018095652265,0.7099025249481201,0.8081446488698324,1.6072299351235049
184,large,esb,bitcoin,bloscpack_lz4,7,0.9496157964070638,0.09521420796712239,0.5280090967814127,1.3400305895883604
185,small,ephemeral,bitcoin,tables_blosc_blosclz,1,0.05692687034606934,0.007940387725830078,0.012954282760620116,1.7053426945551713
186,small,ephemeral,neuronal,npz,1,0.12253770828247071,0.005885696411132813,0.011004829406738281,2.312486078673962
187,small,ephemeral,linspace,tables_lzo,1,0.03480587005615234,0.00265045166015625,0.006751728057861328,19.89707779886148
188,large,esb,neuronal,bloscpack_snappy,7,0.8635509808858236,0.10041403770446777,0.37006306648254395,1.8575783384189084
189,large,esb,neuronal,bloscpack_blosclz,5,0.8023748397827148,0.11978769302368164,0.39811523755391437,1.7376562269240732
190,small,ephemeral,poisson,tables_blosc_lz4,9,0.033919668197631835,0.0018814563751220702,0.006146717071533203,8.910476805547294
191,large,esb,poisson,tables_blosc_lz4,3,0.2601610819498698,0.15082740783691406,0.16124137242635092,8.121002767756233
192,large,esb,neuronal,bloscpack_lz4,3,0.8793701330820719,0.09221720695495605,0.4392558733622233,1.587589183379847
193,small,esb,poisson,tables_blosc_snappy,7,0.04285421371459961,0.0022298812866210936,0.006588125228881836,6.567350389878809
194,large,esb,linspace,bloscpack_zlib,7,0.7929491996765137,0.2649526596069336,0.26920318603515625,112.79316298156823
195,small,esb,poisson,tables_lzo,5,0.040609216690063475,0.003764915466308594,0.007951307296752929,9.291767833407178
196,small,ephemeral,arange,tables_blosc_lz4hc,5,0.037217235565185545,0.0017893791198730468,0.005768203735351562,64.6949654491609
197,small,ephemeral,linspace,bloscpack_blosclz,9,0.029970836639404298,0.0005492210388183594,0.0019834041595458984,37.51613595706619
198,small,ephemeral,linspace,tables_blosc_lz4hc,5,0.0374241828918457,0.0018696784973144531,0.005974674224853515,17.27672054437909
199,small,ephemeral,bitcoin,tables_blosc_lz4hc,7,0.0621830940246582,0.002231407165527344,0.008120965957641602,1.463330765537953
200,mid,ephemeral,neuronal,tables_zlib,7,0.7175747553507487,0.044954776763916016,0.05977185567220052,2.758261492646616
201,small,ephemeral,bitcoin,tables_blosc_zlib,1,0.0571629524230957,0.007932901382446289,0.012992000579833985,1.7053426945551713
202,small,ephemeral,neuronal,tables_blosc_snappy,9,0.03811879158020019,0.002544593811035156,0.007998466491699219,1.7472160708900075
203,small,esb,bitcoin,tables_zlib,1,0.0700490951538086,0.007834243774414062,0.012632417678833007,1.6766163744859388
204,small,esb,bitcoin,tables_zlib,9,0.12862882614135743,0.007714748382568359,0.01243896484375,1.7228407313450491
205,small,esb,linspace,npy,0,0.04484701156616211,0.0006219863891601563,0.00512547492980957,0.9999237118750095
206,large,esb,arange,tables_blosc_lz4,3,0.16000119845072427,0.14714956283569336,0.1554583708445231,35.09177750647904
207,large,esb,linspace,tables_blosc_lz4,5,0.24580947558085123,0.15015093485514322,0.16295266151428223,8.52275548958564
208,small,ephemeral,linspace,bloscpack_blosclz,5,0.029705142974853514,0.0005721092224121094,0.001886749267578125,11.348593569055272
209,small,esb,neuronal,bloscpack_lz4hc,5,0.061178159713745114,0.0007070541381835937,0.003865766525268555,1.9232127889424655
210,large,ephemeral,bitcoin,bloscpack_zlib,1,1.1473108927408855,0.2279504140218099,0.3719565073649089,1.583466479847776
211,large,ephemeral,bitcoin,tables_blosc_lz4,1,0.7136667569478353,0.1686717669169108,0.34929704666137695,1.3185625297323103
212,large,ephemeral,linspace,bloscpack_blosclz,9,0.11940209070841472,0.0791916052500407,0.08403452237447102,24.358184546624482
213,large,ephemeral,neuronal,bloscpack_blosclz,3,0.6667044162750244,0.08222754796346028,0.3240162531534831,1.3173693725063744
214,small,ephemeral,arange,tables_blosc_zlib,5,0.04018244743347168,0.0038010597229003905,0.0077115058898925785,71.9780340472268
215,large,esb,arange,bloscpack_blosclz,9,0.10089222590128581,0.07294678688049316,0.07443507512410481,136.4750471152945
216,small,ephemeral,linspace,bloscpack_snappy,3,0.031029748916625976,0.0006616115570068359,0.0018819332122802734,7.063876800366473
217,small,ephemeral,arange,tables_blosc_lz4,5,0.03337154388427734,0.0017945289611816407,0.0056857109069824215,64.6949654491609
218,mid,ephemeral,bitcoin,bloscpack_lz4hc,3,0.1342477798461914,0.0042171478271484375,0.03156812985738119,1.5381839508262758
219,small,esb,bitcoin,tables_blosc_zlib,3,0.06750607490539551,0.007885599136352539,0.012336826324462891,1.716214225623668
220,large,ephemeral,bitcoin,bloscpack_lz4hc,3,1.1382067203521729,0.09382796287536621,0.3263043562571208,1.4028454386284754
221,mid,ephemeral,arange,bloscpack_lz4hc,7,0.057183265686035156,0.003971974054972331,0.011806964874267578,158.49572236161916
222,mid,ephemeral,arange,tables_blosc_lz4,1,0.04473797480265299,0.006790717442830403,0.018018802007039387,34.31024553688289
223,large,esb,poisson,tables_blosc_zlib,7,1.77967103322347,0.387506643931071,0.39759349822998047,16.10813559348071
224,mid,esb,neuronal,bloscpack_blosclz,9,0.11962008476257324,0.01044154167175293,0.029229243596394856,1.6652897457667226
225,large,esb,neuronal,bloscpack_lz4hc,3,1.4021019140879314,0.0904843012491862,0.35495773951212567,1.91697435363798
226,large,esb,neuronal,tables_zlib,9,18.037626663843792,0.5440388520558676,0.5710245768229166,2.5020016351906973
227,small,ephemeral,bitcoin,tables_lzo,5,0.040559816360473636,0.0034586906433105467,0.00929560661315918,1.4148589224103616
228,large,esb,arange,tables_blosc_blosclz,7,0.6218276818593343,0.33262983957926434,0.3404662609100342,224.79922821309893
229,small,ephemeral,linspace,zfile,5,0.0835357666015625,0.006153917312622071,0.010720586776733399,1.5083734913762101
230,mid,esb,poisson,tables_blosc_lz4,3,0.06499346097310384,0.0070650577545166016,0.018918434778849285,8.078453548599336
